Frame;AU_02_L_x;AU_02_L_y;AU_02_L_z;AU_01_L_x;AU_01_L_y;AU_01_L_z;AU_02_R_x;AU_02_R_y;AU_02_R_z;AU_01_R_x;AU_01_R_y;AU_01_R_z;AU_06_L_x;AU_06_L_y;AU_06_L_z;AU_06_R_x;AU_06_R_y;AU_06_R_z;AU_09_L_x;AU_09_L_y;AU_09_L_z;AU_09_R_x;AU_09_R_y;AU_09_R_z;AU_11_L_x;AU_11_L_y;AU_11_L_z;AU_11_R_x;AU_11_R_y;AU_11_R_z;AU_12_L_x;AU_12_L_y;AU_12_L_z;AU_10_L_x;AU_10_L_y;AU_10_L_z;AU_12_R_x;AU_12_R_y;AU_12_R_z;AU_10_R_x;AU_10_R_y;AU_10_R_z;AU_08_x;AU_08_y;AU_08_z;AU_16_x;AU_16_y;AU_16_z;Stimulustype
995;-0.2216241955757141;0.3519439697265625;-0.15384197235107422;-0.060483042150735855;0.3357607126235962;-0.10330843925476074;0.24503102898597717;0.31988525390625;-0.18138933181762695;0.06507600843906403;0.3342097997665405;-0.10964846611022949;-0.2232133448123932;0.05444818735122681;-0.19124913215637207;0.21665917336940765;0.050121426582336426;-0.2044515609741211;-0.09843575954437256;0.08911764621734619;-0.16094636917114258;0.10587048530578613;0.07715511322021484;-0.17435145378112793;-0.137242391705513;-0.021547138690948486;-0.14259910583496094;0.12701624631881714;-0.025131821632385254;-0.15411686897277832;-0.21397195756435394;-0.19879591464996338;-0.14693903923034668;-0.14934229850769043;-0.15867400169372559;-0.11867976188659668;0.2106918841600418;-0.21031951904296875;-0.18328404426574707;0.14192497730255127;-0.15595722198486328;-0.13393545150756836;-0.005864263977855444;-0.1311889886856079;-0.08161783218383789;0.005190188530832529;-0.3158416748046875;-0.09412217140197754;posed_disgust
996;-0.22164380550384521;0.35189706087112427;-0.15386152267456055;-0.060007672756910324;0.33648109436035156;-0.10332298278808594;0.24501293897628784;0.31973791122436523;-0.18141841888427734;0.06518983840942383;0.33487921953201294;-0.10969400405883789;-0.2234821915626526;0.05430108308792114;-0.19128656387329102;0.21723458170890808;0.04997748136520386;-0.20459246635437012;-0.09789152443408966;0.08905935287475586;-0.16006731986999512;0.10587172210216522;0.07653474807739258;-0.17397403717041016;-0.13759346306324005;-0.021607160568237305;-0.14274215698242188;0.12698078155517578;-0.02490943670272827;-0.15411925315856934;-0.21334800124168396;-0.19935429096221924;-0.14668846130371094;-0.14920315146446228;-0.15867328643798828;-0.11862897872924805;0.2107245773077011;-0.2103281021118164;-0.18331170082092285;0.14226965606212616;-0.15577411651611328;-0.13413715362548828;-0.005469301249831915;-0.13111281394958496;-0.08167433738708496;0.005068209487944841;-0.3158383369445801;-0.094085693359375;posed_disgust
997;-0.22143693268299103;0.3518231511116028;-0.1537482738494873;-0.05992799997329712;0.33798640966415405;-0.10338544845581055;0.24494066834449768;0.31998634338378906;-0.18131160736083984;0.06485648453235626;0.3357540965080261;-0.10967636108398438;-0.2235446572303772;0.054093241691589355;-0.19122719764709473;0.21707065403461456;0.04990965127944946;-0.2044835090637207;-0.09821349382400513;0.08891862630844116;-0.16042661666870117;0.10588947683572769;0.07634222507476807;-0.17386746406555176;-0.13841937482357025;-0.02188640832901001;-0.1430675983428955;0.1272604614496231;-0.02479851245880127;-0.15425539016723633;-0.2134053111076355;-0.2005462646484375;-0.14693880081176758;-0.14924436807632446;-0.158347487449646;-0.11869978904724121;0.21116113662719727;-0.21054697036743164;-0.18372011184692383;0.1423805058002472;-0.15572142601013184;-0.1342012882232666;-0.0055613103322684765;-0.13094079494476318;-0.0816650390625;0.005278302822262049;-0.3158080577850342;-0.09413909912109375;posed_disgust
998;-0.22180548310279846;0.3522036671638489;-0.15391325950622559;-0.06006983667612076;0.33949828147888184;-0.10345602035522461;0.24492712318897247;0.32022666931152344;-0.18124008178710938;0.06473463773727417;0.33741098642349243;-0.10973072052001953;-0.2235846072435379;0.05414378643035889;-0.19126152992248535;0.21742402017116547;0.049998939037323;-0.2046816349029541;-0.09806245565414429;0.0892031192779541;-0.16045856475830078;0.10579083114862442;0.0762791633605957;-0.1737663745880127;-0.13913536071777344;-0.02149909734725952;-0.14341044425964355;0.12809404730796814;-0.024827182292938232;-0.1546328067779541;-0.2133377343416214;-0.20066285133361816;-0.14692234992980957;-0.1493528038263321;-0.15793287754058838;-0.11881136894226074;0.211004376411438;-0.21091806888580322;-0.18375897407531738;0.14243173599243164;-0.15586113929748535;-0.13420796394348145;-0.0052783857099711895;-0.1302090883255005;-0.08171892166137695;0.005298376549035311;-0.31536221504211426;-0.09403014183044434;posed_disgust
999;-0.2221875786781311;0.35198891162872314;-0.1541743278503418;-0.06058695167303085;0.34032750129699707;-0.10351014137268066;0.24433070421218872;0.31987184286117554;-0.18100237846374512;0.06418292969465256;0.33810460567474365;-0.10969066619873047;-0.22440312802791595;0.05345577001571655;-0.19128847122192383;0.2168206423521042;0.049855947494506836;-0.20434975624084473;-0.09896573424339294;0.08858776092529297;-0.16126585006713867;0.1054997369647026;0.07578122615814209;-0.17327523231506348;-0.1396602839231491;-0.021799445152282715;-0.14360499382019043;0.12784719467163086;-0.025118649005889893;-0.1544959545135498;-0.21338731050491333;-0.20153069496154785;-0.147108793258667;-0.15019483864307404;-0.1581888198852539;-0.11907720565795898;0.2102920562028885;-0.21106159687042236;-0.18329882621765137;0.14169266819953918;-0.15619897842407227;-0.13378310203552246;-0.006209764163941145;-0.13005805015563965;-0.08159399032592773;0.005202237982302904;-0.3159085512161255;-0.09414267539978027;posed_disgust
1000;-0.22236652672290802;0.3520326614379883;-0.15427517890930176;-0.06057978793978691;0.3415350914001465;-0.10356259346008301;0.24410806596279144;0.3199003338813782;-0.18087100982666016;0.06378422677516937;0.33883363008499146;-0.10967159271240234;-0.22509218752384186;0.052863121032714844;-0.19133877754211426;0.21656961739063263;0.04957270622253418;-0.2040696144104004;-0.09920220822095871;0.08794951438903809;-0.1610403060913086;0.10499491542577744;0.07579076290130615;-0.172957181930542;-0.14060018956661224;-0.0223580002784729;-0.1439511775970459;0.1273726224899292;-0.025320768356323242;-0.15426349639892578;-0.21395307779312134;-0.20224380493164062;-0.14755916595458984;-0.15071503818035126;-0.15828657150268555;-0.11925053596496582;0.20998123288154602;-0.21119463443756104;-0.18312740325927734;0.14126957952976227;-0.15636205673217773;-0.1335451602935791;-0.006868078839033842;-0.13041484355926514;-0.08149504661560059;0.004765686113387346;-0.31603240966796875;-0.09404802322387695;posed_disgust
1001;-0.2227226197719574;0.3521427512168884;-0.15447235107421875;-0.06113330274820328;0.34201157093048096;-0.10360264778137207;0.24381139874458313;0.3199290633201599;-0.18069696426391602;0.06355348229408264;0.3392433524131775;-0.10966014862060547;-0.22532984614372253;0.052618980407714844;-0.19133400917053223;0.21644702553749084;0.04969245195388794;-0.20409607887268066;-0.09931661188602448;0.08783543109893799;-0.16110944747924805;0.104872927069664;0.07586365938186646;-0.17292356491088867;-0.1408434361219406;-0.022545814514160156;-0.14403724670410156;0.12724025547504425;-0.025472283363342285;-0.1541905403137207;-0.2139662653207779;-0.2018495798110962;-0.14749455451965332;-0.15075848996639252;-0.15853750705718994;-0.11922407150268555;0.20978203415870667;-0.21059811115264893;-0.18273568153381348;0.1410917341709137;-0.15575945377349854;-0.13353776931762695;-0.007135962601751089;-0.13047385215759277;-0.08145689964294434;0.004780900198966265;-0.31581735610961914;-0.09399747848510742;posed_disgust
1002;-0.22299912571907043;0.3522903323173523;-0.1546173095703125;-0.061841174960136414;0.34292805194854736;-0.10366678237915039;0.24343977868556976;0.3203890323638916;-0.18036723136901855;0.06313738971948624;0.33976489305496216;-0.10962986946105957;-0.22555877268314362;0.052953243255615234;-0.19154882431030273;0.21617931127548218;0.049863994121551514;-0.20409679412841797;-0.09992674738168716;0.08787000179290771;-0.16207265853881836;0.10455645620822906;0.0761536955833435;-0.1728968620300293;-0.1413758397102356;-0.022549986839294434;-0.14426326751708984;0.12699350714683533;-0.02521800994873047;-0.154099702835083;-0.21407794952392578;-0.20148324966430664;-0.1474902629852295;-0.15107491612434387;-0.15846920013427734;-0.11935162544250488;0.20919884741306305;-0.21021318435668945;-0.18215250968933105;0.14073309302330017;-0.1555722951889038;-0.13338160514831543;-0.007309197913855314;-0.1300734281539917;-0.08144140243530273;0.004477413836866617;-0.3155028820037842;-0.09382915496826172;posed_disgust
1003;-0.22295179963111877;0.35244178771972656;-0.15456628799438477;-0.06160123646259308;0.34328508377075195;-0.10367417335510254;0.24352863430976868;0.3206202983856201;-0.18035507202148438;0.06322712451219559;0.33996903896331787;-0.1096498966217041;-0.2255306988954544;0.05318641662597656;-0.19162201881408691;0.2162753790616989;0.05019313097000122;-0.20434236526489258;-0.09990878403186798;0.08808457851409912;-0.16223716735839844;0.10455762594938278;0.07648956775665283;-0.17310285568237305;-0.14115437865257263;-0.022238969802856445;-0.14419913291931152;0.12695088982582092;-0.024819254875183105;-0.1541130542755127;-0.21405896544456482;-0.2008650302886963;-0.14736676216125488;-0.15106071531772614;-0.15816330909729004;-0.1193993091583252;0.20897823572158813;-0.2097179889678955;-0.18178725242614746;0.14073294401168823;-0.15523672103881836;-0.13342833518981934;-0.007436755578964949;-0.13005566596984863;-0.08142352104187012;0.0046565779484808445;-0.3153029680252075;-0.09382939338684082;posed_disgust
1004;-0.22290357947349548;0.35248106718063354;-0.15453147888183594;-0.06200733780860901;0.34342992305755615;-0.10369467735290527;0.2435886412858963;0.32070255279541016;-0.18036627769470215;0.06328567862510681;0.3400428295135498;-0.10965991020202637;-0.22555950284004211;0.053978919982910156;-0.19191741943359375;0.21622328460216522;0.05084419250488281;-0.20473217964172363;-0.09996534883975983;0.08845728635787964;-0.16266441345214844;0.10468260943889618;0.07735031843185425;-0.17370843887329102;-0.14123091101646423;-0.021770238876342773;-0.14427661895751953;0.12640686333179474;-0.024206936359405518;-0.1539173126220703;-0.2139274626970291;-0.19984865188598633;-0.14710640907287598;-0.1511419117450714;-0.15762639045715332;-0.11951899528503418;0.20909331738948822;-0.20882642269134521;-0.1815037727355957;0.14079557359218597;-0.15452837944030762;-0.1335587501525879;-0.0073376852087676525;-0.12927579879760742;-0.08145356178283691;0.004893033299595118;-0.3145935535430908;-0.09371590614318848;posed_disgust
1005;-0.22312504053115845;0.3529052734375;-0.1546022891998291;-0.062290363013744354;0.3436931371688843;-0.1037144660949707;0.24295969307422638;0.3211579918861389;-0.17989468574523926;0.06295695900917053;0.3401991128921509;-0.10962557792663574;-0.22609058022499084;0.05429047346115112;-0.1922318935394287;0.21567973494529724;0.05171644687652588;-0.20506501197814941;-0.10048012435436249;0.088864266872406;-0.16379427909851074;0.10446849465370178;0.07853281497955322;-0.17429232597351074;-0.1415972113609314;-0.021265149116516113;-0.14448142051696777;0.1256658285856247;-0.023374974727630615;-0.15364885330200195;-0.2147679179906845;-0.19913411140441895;-0.14745020866394043;-0.15187853574752808;-0.15720868110656738;-0.11983942985534668;0.20870496332645416;-0.2075943946838379;-0.18071222305297852;0.13975203037261963;-0.15442466735839844;-0.1330409049987793;-0.008238371461629868;-0.1292591094970703;-0.081329345703125;0.00408252002671361;-0.31412363052368164;-0.09336185455322266;posed_disgust
1006;-0.22303959727287292;0.35285162925720215;-0.15455889701843262;-0.062294479459524155;0.34367406368255615;-0.1037132740020752;0.24305421113967896;0.3211352825164795;-0.17995309829711914;0.06317660212516785;0.340065598487854;-0.10964775085449219;-0.22585898637771606;0.05452919006347656;-0.1922285556793213;0.21563538908958435;0.05212712287902832;-0.205305814743042;-0.09999384731054306;0.08897686004638672;-0.16318416595458984;0.10461113601922989;0.07900530099868774;-0.17467164993286133;-0.14115090668201447;-0.020850062370300293;-0.14433073997497559;0.12556092441082;-0.02304697036743164;-0.15362834930419922;-0.21418839693069458;-0.19812512397766113;-0.14693784713745117;-0.15153275430202484;-0.1565840244293213;-0.1197962760925293;0.20890283584594727;-0.20724499225616455;-0.18071269989013672;0.14038711786270142;-0.15408635139465332;-0.13341212272644043;-0.007965141907334328;-0.12896990776062012;-0.08137297630310059;0.005209608469158411;-0.31395411491394043;-0.0936429500579834;posed_disgust
1007;-0.22288188338279724;0.35224443674087524;-0.15455317497253418;-0.062100596725940704;0.3430158495903015;-0.10368061065673828;0.24346333742141724;0.3203728199005127;-0.18038463592529297;0.06340453028678894;0.33937370777130127;-0.10964703559875488;-0.22571448981761932;0.05398964881896973;-0.19198107719421387;0.21584461629390717;0.05152308940887451;-0.20500779151916504;-0.09983056783676147;0.08848059177398682;-0.16248130798339844;0.10479427129030228;0.07839184999465942;-0.17441534996032715;-0.14101769030094147;-0.021471917629241943;-0.14421415328979492;0.1257406771183014;-0.023748159408569336;-0.15365147590637207;-0.21411660313606262;-0.19881415367126465;-0.14702391624450684;-0.1514200121164322;-0.15720677375793457;-0.1196739673614502;0.20910194516181946;-0.20808279514312744;-0.18120360374450684;0.14049969613552094;-0.1548231840133667;-0.13336634635925293;-0.007840797305107117;-0.12969064712524414;-0.0813751220703125;0.005321769509464502;-0.3147249221801758;-0.09387326240539551;posed_disgust
1008;-0.22234295308589935;0.35348212718963623;-0.15404772758483887;-0.061820439994335175;0.3441529870033264;-0.10371899604797363;0.24347062408924103;0.3208059072494507;-0.18027353286743164;0.06379055976867676;0.3404797315597534;-0.1097414493560791;-0.22557683289051056;0.05538773536682129;-0.1924431324005127;0.21603809297084808;0.052650272846221924;-0.2057960033416748;-0.09980562329292297;0.08960235118865967;-0.16338467597961426;0.10513058304786682;0.0792844295501709;-0.17517614364624023;-0.1411697268486023;-0.02027982473373413;-0.1443943977355957;0.126426562666893;-0.023127079010009766;-0.15401577949523926;-0.21506351232528687;-0.1971127986907959;-0.1472480297088623;-0.1517181396484375;-0.1559755802154541;-0.11994385719299316;0.21011170744895935;-0.2071017026901245;-0.1815345287322998;0.1408359706401825;-0.15336942672729492;-0.1337413787841797;-0.007388509344309568;-0.1286454200744629;-0.08145976066589355;0.0055681620724499226;-0.31318187713623047;-0.09354901313781738;posed_disgust
1009;-0.22134119272232056;0.35453158617019653;-0.15329217910766602;-0.061047982424497604;0.34562504291534424;-0.10375332832336426;0.24418291449546814;0.3217597007751465;-0.18041586875915527;0.06428265571594238;0.3419013023376465;-0.10986185073852539;-0.22510182857513428;0.05665105581283569;-0.19276833534240723;0.21742329001426697;0.053830623626708984;-0.20709681510925293;-0.09886078536510468;0.09075236320495605;-0.16289424896240234;0.1062915176153183;0.08024805784225464;-0.17650866508483887;-0.14040154218673706;-0.019038021564483643;-0.14418625831604004;0.12748217582702637;-0.021750330924987793;-0.15461039543151855;-0.21598897874355316;-0.1949852705001831;-0.14738154411315918;-0.15150049328804016;-0.1546945571899414;-0.12003302574157715;0.21200236678123474;-0.20549237728118896;-0.1822493076324463;0.14257827401161194;-0.15177059173583984;-0.13477849960327148;-0.006555243860930204;-0.12763512134552002;-0.08159542083740234;0.006770943757146597;-0.3108609914779663;-0.09330081939697266;posed_disgust
1010;-0.22211810946464539;0.35356831550598145;-0.1539003849029541;-0.06185249984264374;0.3447115421295166;-0.10374021530151367;0.2435223013162613;0.3211071491241455;-0.1802220344543457;0.0635768473148346;0.3410685062408447;-0.10973978042602539;-0.2256717085838318;0.05584549903869629;-0.19265484809875488;0.21686884760856628;0.05329608917236328;-0.20653700828552246;-0.09947942197322845;0.08987075090408325;-0.16312336921691895;0.10568200051784515;0.0796772837638855;-0.17576956748962402;-0.14098238945007324;-0.019922494888305664;-0.1443490982055664;0.12691904604434967;-0.022419869899749756;-0.1542983055114746;-0.21647879481315613;-0.19593751430511475;-0.14783287048339844;-0.1520206332206726;-0.15554940700531006;-0.12010836601257324;0.21159027516841888;-0.20615077018737793;-0.1822206974029541;0.14207132160663605;-0.1524186134338379;-0.1344916820526123;-0.007135891821235418;-0.12841379642486572;-0.08149909973144531;0.006295425351709127;-0.3116375207901001;-0.09336233139038086;posed_disgust
1011;-0.2224651277065277;0.3530080318450928;-0.1541910171508789;-0.061925724148750305;0.34447765350341797;-0.10373353958129883;0.24329103529453278;0.3209013342857361;-0.18014764785766602;0.06340541690587997;0.34101563692092896;-0.10971570014953613;-0.22588089108467102;0.05585050582885742;-0.19272947311401367;0.216863214969635;0.05305278301239014;-0.20638179779052734;-0.09976150840520859;0.08952653408050537;-0.1632692813873291;0.10563281923532486;0.07954704761505127;-0.1756577491760254;-0.1412532776594162;-0.020378589630126953;-0.14442014694213867;0.1268332451581955;-0.02235335111618042;-0.1542658805847168;-0.21647405624389648;-0.19513845443725586;-0.14768362045288086;-0.15234139561653137;-0.15594935417175293;-0.12017154693603516;0.2118302285671234;-0.2054431438446045;-0.18210339546203613;0.1420171707868576;-0.15228736400604248;-0.1344766616821289;-0.0072022355161607265;-0.12861919403076172;-0.08148574829101562;0.006115870084613562;-0.31197643280029297;-0.0933980941772461;posed_disgust
